region,category_le,mode_le,powertrain_oe,param_EV sales,param_EV sales share,param_EV stock,param_EV stock share,unit_Vehicles,unit_percent,value_scaled,year_scaled
EU27,0,1,0.0,1,0,0,0,1,0,0.04775730435107844,-0.17664574670062994
EU27,0,0,3.0,0,1,0,0,0,1,-0.0924763178072103,-0.17664574670062994
EU27,0,2,1.0,0,0,1,0,1,0,-0.08950818262688691,-0.17664574670062994
EU27,0,2,1.0,0,0,1,0,1,0,-0.08802333961871181,0.09283688723030159
EU27,0,0,3.0,0,1,0,0,0,1,-0.09247506393969857,0.09283688723030159
EU27,0,1,0.0,1,0,0,0,1,0,0.1384977104062238,0.09283688723030159
EU27,0,1,0.0,0,0,1,0,1,0,0.5179575902731953,0.09283688723030159
EU27,0,1,2.0,1,0,0,0,1,0,-0.09221389655289489,0.09283688723030159
EU27,0,1,2.0,0,0,1,0,1,0,-0.09124049946975787,0.09283688723030159
EU27,0,1,1.0,1,0,0,0,1,0,0.0890029434670536,0.09283688723030159
EU27,0,0,0.0,1,0,0,0,1,0,-0.09145497679316093,0.09283688723030159
EU27,0,0,0.0,0,0,1,0,1,0,-0.0911992538306419,0.09283688723030159
EU27,0,2,0.0,1,0,0,0,1,0,-0.05948135735045699,0.09283688723030159
EU27,0,2,0.0,0,0,1,0,1,0,0.03620852539860539,0.09283688723030159
EU27,0,2,2.0,1,0,0,0,1,0,-0.09232278504016106,0.09283688723030159
EU27,0,2,2.0,0,0,1,0,1,0,-0.0920159174851382,0.09283688723030159
EU27,0,0,1.0,0,0,1,0,1,0,-0.09165295586091762,0.09283688723030159
EU27,0,2,1.0,1,0,0,0,1,0,-0.09176844365044234,0.09283688723030159
EU27,0,0,2.0,0,0,1,0,1,0,-0.09244487213194434,0.09283688723030159
EU27,0,0,1.0,1,0,0,0,1,0,-0.09238877806274662,0.09283688723030159
EU27,0,0,3.0,0,0,0,1,0,1,-0.09247727470601025,0.09283688723030159
EU27,0,2,3.0,0,1,0,0,0,1,-0.09247645804234789,0.09283688723030159
EU27,0,2,3.0,0,0,0,1,0,1,-0.09247735719730815,0.09283688723030159
EU27,0,1,3.0,0,1,0,0,0,1,-0.09247473397470364,0.09283688723030159
EU27,0,1,3.0,0,0,0,1,0,1,-0.09247729120429933,0.09283688723030159
EU27,0,1,1.0,0,0,1,0,1,0,0.5509541015659755,0.09283688723030159
EU27,0,1,1.0,0,0,1,0,1,0,0.7324349136762661,0.3623195211612331
EU27,0,1,0.0,0,0,0,1,0,1,-0.09247706022869472,0.3623195211612331
EU27,0,1,3.0,0,1,0,0,0,1,-0.09247308414894233,0.3623195211612331
EU27,0,2,3.0,0,0,0,1,0,1,-0.09247722521129051,0.3623195211612331
EU27,0,2,3.0,0,1,0,0,0,1,-0.09247539390489017,0.3623195211612331
EU27,0,0,3.0,0,0,0,1,0,1,-0.09247669726712163,0.3623195211612331
EU27,0,0,2.0,0,0,1,0,1,0,-0.09240197666726373,0.3623195211612331
EU27,0,0,2.0,1,0,0,0,1,0,-0.09247621881767248,0.3623195211612331
EU27,0,2,1.0,1,0,0,0,1,0,-0.09241022579508693,0.3623195211612331
EU27,0,0,1.0,0,0,1,0,1,0,-0.0911992538306419,0.3623195211612331
EU27,0,2,0.0,0,0,1,0,1,0,-0.0920159174851382,0.3623195211612331
EU27,0,2,0.0,0,0,1,0,1,0,0.07085486225602453,0.3623195211612331
EU27,0,2,0.0,1,0,0,0,1,0,-0.05453188065653997,0.3623195211612331
EU27,0,0,1.0,1,0,0,0,1,0,-0.09239372753944053,0.3623195211612331
EU27,0,0,0.0,0,0,1,0,1,0,-0.0862085314976089,0.3623195211612331
EU27,0,0,0.0,1,0,0,0,1,0,-0.08983814773981472,0.3623195211612331
EU27,0,1,1.0,1,0,0,0,1,0,0.1384977104062238,0.3623195211612331
EU27,0,1,2.0,0,0,1,0,1,0,-0.0911992538306419,0.3623195211612331
EU27,0,1,0.0,1,0,0,0,1,0,-0.0916859523722104,0.3623195211612331
EU27,0,1,0.0,0,0,1,0,1,0,0.9139157257865569,0.3623195211612331
EU27,0,1,0.0,1,0,0,0,1,0,0.3199785225165145,0.3623195211612331
EU27,0,0,3.0,0,1,0,0,0,1,-0.09247126934097857,0.3623195211612331
EU27,0,2,1.0,0,0,1,0,1,0,-0.08488867104589769,0.3623195211612331
EU27,0,2,1.0,0,0,1,0,1,0,-0.08241393269893918,0.6318021550921646
EU27,0,0,3.0,0,1,0,0,0,1,-0.09246747474186522,0.6318021550921646
EU27,0,1,0.0,1,0,0,0,1,0,0.7984279362618264,0.6318021550921646
EU27,0,1,0.0,0,0,1,0,1,0,1.7223302524596702,0.6318021550921646
EU27,0,1,0.0,1,0,0,0,1,0,-0.09138898377057537,0.6318021550921646
EU27,0,1,2.0,0,0,1,0,1,0,-0.08934320007042301,0.6318021550921646
EU27,0,0,0.0,1,0,0,0,1,0,-0.08950818262688691,0.6318021550921646
EU27,0,0,0.0,0,0,1,0,1,0,-0.08307386292479478,0.6318021550921646
EU27,0,0,1.0,1,0,0,0,1,0,-0.09236733033040631,0.6318021550921646
EU27,0,2,0.0,1,0,0,0,1,0,-0.044632927268705935,0.6318021550921646
EU27,0,2,0.0,0,0,1,0,1,0,0.10550119911344367,0.6318021550921646
EU27,0,2,2.0,0,0,1,0,1,0,-0.09198292097384542,0.6318021550921646
EU27,0,0,1.0,0,0,1,0,1,0,-0.09132299074798982,0.09283688723030159
EU27,0,2,1.0,1,0,0,0,1,0,-0.09176844365044234,0.6318021550921646
EU27,0,0,2.0,1,0,0,0,1,0,-0.09176844365044234,0.6318021550921646
EU27,0,0,2.0,0,0,1,0,1,0,-0.09232773451685497,0.6318021550921646
EU27,0,0,3.0,0,0,0,1,0,1,-0.09247621881767248,0.6318021550921646
EU27,0,2,3.0,0,1,0,0,0,1,-0.09247423902691625,0.6318021550921646
EU27,0,2,3.0,0,0,0,1,0,1,-0.0924770767269838,0.6318021550921646
EU27,0,1,3.0,0,1,0,0,0,1,-0.09246137038759074,0.6318021550921646
EU27,0,1,3.0,0,0,0,1,0,1,-0.09247633430545021,0.6318021550921646
EU27,0,1,1.0,0,0,1,0,1,0,1.5408494403493793,0.6318021550921646
EU27,0,1,1.0,1,0,0,0,1,0,0.7489331693226562,0.6318021550921646
EU27,0,1,1.0,1,0,0,0,1,0,-0.09176844365044234,0.9012847890230962
EU27,0,1,1.0,0,0,1,0,1,0,3.0421907041708756,0.9012847890230962
EU27,0,1,3.0,0,0,0,1,0,1,-0.09247506393969857,0.09283688723030159
EU27,0,1,3.0,0,1,0,0,0,1,-0.09244982160863827,0.9012847890230962
EU27,0,2,3.0,0,0,0,1,0,1,-0.09247682925313927,0.9012847890230962
EU27,0,2,3.0,0,1,0,0,0,1,-0.09247291916654321,0.9012847890230962
EU27,0,0,3.0,0,0,0,1,0,1,-0.09247758817288819,0.9012847890230962
EU27,0,0,3.0,0,1,0,0,0,1,-0.09246137038759074,0.9012847890230962
EU27,0,0,2.0,0,0,1,0,1,0,-0.09219739829724849,0.9012847890230962
EU27,0,0,2.0,1,0,0,0,1,0,-0.09176844365044234,0.9012847890230962
EU27,0,2,1.0,1,0,0,0,1,0,-0.0890132349574952,0.9012847890230962
EU27,0,0,1.0,0,0,1,0,1,0,-0.0911992538306419,0.9012847890230962
EU27,0,2,2.0,0,0,1,0,1,0,-0.09194992446255264,0.9012847890230962
EU27,0,2,2.0,1,0,0,0,1,0,-0.09243332335299187,0.9012847890230962
EU27,0,2,0.0,0,0,1,0,1,0,0.187992477345394,0.9012847890230962
EU27,0,2,0.0,1,0,0,0,1,0,-0.018235718234481828,0.9012847890230962
EU27,0,0,1.0,1,0,0,0,1,0,-0.09224689306418767,0.9012847890230962
EU27,0,0,0.0,0,0,1,0,1,0,-0.07894929901319726,0.9012847890230962
EU27,0,0,3.0,1,0,0,0,1,0,-0.09176844365044234,0.9012847890230962
EU27,0,1,2.0,0,0,1,0,1,0,-0.08802333961871181,0.9012847890230962
EU27,0,1,2.0,1,0,0,0,1,0,-0.09176844365044234,0.9012847890230962
EU27,0,1,0.0,0,0,1,0,1,0,3.207173260634776,0.9012847890230962
EU27,0,1,0.0,1,0,0,0,1,0,1.3758668838854786,0.9012847890230962
EU27,0,2,1.0,0,0,1,0,1,0,-0.0857135838282172,0.9012847890230962
EU27,0,2,1.0,0,0,1,0,1,0,-0.08323884548125869,1.1707674229540277
EU27,0,1,0.0,1,0,0,0,1,0,1.8873128089235707,1.1707674229540277
EU27,0,1,0.0,0,0,1,0,1,0,4.8569988252737835,1.1707674229540277
EU27,0,1,2.0,1,0,0,0,1,0,-0.09049807796567032,1.1707674229540277
EU27,0,1,2.0,0,0,1,0,1,0,-0.0858785663846811,1.1707674229540277
EU27,0,0,3.0,1,0,0,0,1,0,-0.0865384966105367,1.1707674229540277
EU27,0,0,0.0,0,0,1,0,1,0,-0.07432978743220806,1.1707674229540277
EU27,0,0,1.0,1,0,0,0,1,0,-0.09235908120258311,1.1707674229540277
EU27,0,2,0.0,1,0,0,0,1,0,0.013110967493659299,1.1707674229540277
EU27,0,2,0.0,0,0,1,0,1,0,0.25398549993095426,1.1707674229540277
EU27,0,2,2.0,0,0,1,0,1,0,-0.09198292097384542,1.1707674229540277
EU27,0,0,1.0,0,0,1,0,1,0,-0.09097652737941563,1.1707674229540277
EU27,0,2,1.0,1,0,0,0,1,0,-0.0881883221751757,1.1707674229540277
EU27,0,0,2.0,1,0,0,0,1,0,-0.09238877806274662,1.1707674229540277
EU27,0,0,2.0,0,0,1,0,1,0,-0.0911992538306419,1.1707674229540277
EU27,0,0,3.0,0,1,0,0,0,1,-0.09245807073646145,1.1707674229540277
EU27,0,0,3.0,0,0,0,1,0,1,-0.09247456899210785,1.1707674229540277
EU27,0,2,3.0,0,1,0,0,0,1,-0.09247645804234789,1.1707674229540277
EU27,0,2,3.0,0,0,0,1,0,1,-0.09247654878276575,1.1707674229540277
EU27,0,1,3.0,0,1,0,0,0,1,-0.0924432223063797,1.1707674229540277
EU27,0,1,3.0,0,0,0,1,0,1,-0.09247374407932553,1.1707674229540277
EU27,0,1,1.0,0,0,1,0,1,0,4.197068599418181,1.1707674229540277
EU27,0,1,1.0,1,0,0,0,1,0,1.3923651395318688,1.1707674229540277
EU27,0,1,1.0,1,0,0,0,1,0,-0.09176844365044234,1.4402500568849592
EU27,0,1,1.0,0,0,1,0,1,0,5.681911607593286,1.4402500568849592
EU27,0,1,3.0,0,0,0,1,0,1,-0.09247192927136176,1.4402500568849592
EU27,0,1,3.0,0,1,0,0,0,1,-0.09244157248081507,1.4402500568849592
EU27,0,2,3.0,0,0,0,1,0,1,-0.09247588885248088,1.4402500568849592
EU27,0,2,3.0,0,1,0,0,0,1,-0.09246532996910321,1.4402500568849592
EU27,0,0,3.0,0,0,0,1,0,1,-0.09247758817288819,1.4402500568849592
EU27,0,0,3.0,0,1,0,0,0,1,-0.09245312125976754,1.4402500568849592
EU27,0,0,3.0,0,0,1,0,1,0,-0.09188393143996708,1.4402500568849592
EU27,0,0,2.0,1,0,0,0,1,0,-0.09223039480854127,1.4402500568849592
EU27,0,2,1.0,1,0,0,0,1,0,-0.09176844365044234,1.4402500568849592
EU27,0,0,1.0,0,0,1,0,1,0,-0.09114150993587952,0.09283688723030159
EU27,0,2,2.0,0,0,1,0,1,0,-0.0918674331843207,1.4402500568849592
EU27,0,2,2.0,1,0,0,0,1,0,-0.09238217876048806,1.4402500568849592
EU27,0,2,0.0,0,0,1,0,1,0,0.4189680563948549,1.4402500568849592
EU27,0,2,0.0,1,0,0,0,1,0,0.0890029434670536,1.4402500568849592
EU27,0,0,1.0,1,0,0,0,1,0,-0.09221389655289489,1.4402500568849592
EU27,0,0,0.0,0,0,1,0,1,0,-0.06608065960901302,1.4402500568849592
EU27,0,0,0.0,1,0,0,0,1,0,-0.08389877570711429,1.4402500568849592
EU27,0,1,2.0,0,0,1,0,1,0,-0.08472368848943379,1.4402500568849592
EU27,0,1,2.0,1,0,0,0,1,0,-0.0912075029584651,1.4402500568849592
EU27,0,1,0.0,0,0,1,0,1,0,7.496719728696194,1.4402500568849592
EU27,0,1,0.0,1,0,0,0,1,0,2.5472430347791732,1.4402500568849592
EU27,0,2,1.0,0,0,1,0,1,0,-0.07861933390026947,1.4402500568849592
Europe,0,0,0.0,1,0,0,0,1,0,-0.09226339131983405,-2.063024184217151
Europe,0,0,0.0,0,0,1,0,1,0,-0.08208396758601139,-2.063024184217151
Europe,0,0,2.0,0,0,1,0,1,0,-0.09246796968984929,-2.063024184217151
Europe,0,2,0.0,1,0,0,0,1,0,-0.09000313029627861,-2.063024184217151
Europe,0,2,0.0,0,0,1,0,1,0,-0.0911992538306419,-2.063024184217151
Europe,0,2,2.0,1,0,0,0,1,0,-0.09247456899210785,-2.063024184217151
Europe,0,2,2.0,0,0,1,0,1,0,-0.09246796968984929,-2.063024184217151
Europe,0,2,1.0,0,0,1,0,1,0,-0.09213140527466293,-2.063024184217151
Europe,0,1,0.0,1,0,0,0,1,0,-0.0896731651833508,-2.063024184217151
Europe,0,1,0.0,0,0,1,0,1,0,-0.07630957810977486,-2.063024184217151
Europe,0,1,2.0,1,0,0,0,1,0,-0.09243332335299187,-2.063024184217151
Europe,0,1,2.0,0,0,1,0,1,0,-0.09241187562065156,-2.063024184217151
Europe,0,1,1.0,1,0,0,0,1,0,-0.09176844365044234,-2.063024184217151
Europe,0,1,1.0,0,0,1,0,1,0,-0.09237392963266487,-2.063024184217151
Europe,0,2,3.0,0,1,0,0,0,1,-0.09247772840806265,-2.063024184217151
Europe,0,2,3.0,0,0,0,1,0,1,-0.09247783069724906,-2.063024184217151
Europe,0,0,3.0,0,0,0,1,0,1,-0.09247714271999262,-2.063024184217151
Europe,0,0,3.0,0,1,0,0,0,1,-0.09247755517638377,-2.063024184217151
Europe,0,1,3.0,0,1,0,0,0,1,-0.09247645804234789,-2.063024184217151
Europe,0,1,3.0,0,0,0,1,0,1,-0.09247758817288819,-2.063024184217151
Europe,0,1,3.0,0,0,0,1,0,1,-0.09247785560961579,-1.793541550286219
Europe,0,1,3.0,0,1,0,0,0,1,-0.09247645804234789,-1.793541550286219
Europe,0,0,3.0,0,1,0,0,0,1,-0.09247645804234789,-1.793541550286219
Europe,0,0,3.0,0,0,0,1,0,1,-0.09247758817288819,-1.793541550286219
Europe,0,2,3.0,0,0,0,1,0,1,-0.09247782244811989,-1.793541550286219
Europe,0,2,3.0,0,1,0,0,0,1,-0.09247765416592159,-1.793541550286219
Europe,0,1,1.0,0,0,1,0,1,0,-0.09163645760527123,-1.793541550286219
Europe,0,1,1.0,1,0,0,0,1,0,-0.09180144016173514,-1.793541550286219
Europe,0,1,2.0,0,0,1,0,1,0,-0.09234918224919528,-1.793541550286219
Europe,0,1,2.0,1,0,0,0,1,0,-0.09241517527178084,-1.793541550286219
Europe,0,1,0.0,0,0,1,0,1,0,-0.05948135735045699,-1.793541550286219
Europe,0,1,0.0,1,0,0,0,1,0,-0.07432978743220806,-1.793541550286219
Europe,0,2,1.0,0,0,1,0,1,0,-0.09204891399643098,-1.793541550286219
Europe,0,2,2.0,0,0,1,0,1,0,-0.0911992538306419,-1.793541550286219
Europe,0,2,0.0,0,0,1,0,1,0,-0.07812438623087777,-1.793541550286219
Europe,0,2,0.0,1,0,0,0,1,0,-0.0883533047316396,-1.793541550286219
Europe,0,0,0.0,0,0,1,0,1,0,-0.08191898502954748,-1.793541550286219
Europe,0,0,0.0,1,0,0,0,1,0,-0.09176844365044234,-1.793541550286219
Europe,0,0,0.0,1,0,0,0,1,0,-0.09176844365044234,-1.5240589163552876
Europe,0,0,0.0,0,0,1,0,1,0,-0.08307386292479478,-1.5240589163552876
Europe,0,2,0.0,1,0,0,0,1,0,-0.08076410713430018,-1.5240589163552876
Europe,0,2,0.0,0,0,1,0,1,0,-0.06773048517365203,-1.5240589163552876
Europe,0,2,2.0,0,0,1,0,1,0,-0.09246631986428465,-1.5240589163552876
Europe,0,2,1.0,1,0,0,0,1,0,-0.0924597205620261,-1.5240589163552876
Europe,0,2,1.0,0,0,1,0,1,0,-0.09196642271819903,-1.5240589163552876
Europe,0,1,0.0,1,0,0,0,1,0,-0.061131182915096,-1.5240589163552876
Europe,0,1,0.0,0,0,1,0,1,0,-0.03143432275159388,-1.5240589163552876
Europe,0,1,2.0,1,0,0,0,1,0,-0.0924300237018626,-1.5240589163552876
Europe,0,1,2.0,0,0,1,0,1,0,-0.09229638783112683,-1.5240589163552876
Europe,0,1,1.0,1,0,0,0,1,0,-0.07729947344855827,-1.5240589163552876
Europe,0,1,1.0,0,0,1,0,1,0,-0.0911992538306419,-1.5240589163552876
Europe,0,2,3.0,0,1,0,0,0,1,-0.09247715921823253,-1.5240589163552876
Europe,0,2,3.0,0,0,0,1,0,1,-0.09247778780178657,-1.5240589163552876
Europe,0,0,3.0,0,0,0,1,0,1,-0.09247720871300144,-1.5240589163552876
Europe,0,0,3.0,0,1,0,0,0,1,-0.09247772510841713,-1.5240589163552876
Europe,0,1,3.0,0,1,0,0,0,1,-0.09247753867811928,-1.5240589163552876
Europe,0,1,3.0,0,0,0,1,0,1,-0.09247783894637823,-1.5240589163552876
Europe,0,1,0.0,0,0,0,1,0,1,-0.09247780265021602,-1.254576282424356
Europe,0,1,3.0,0,1,0,0,0,1,-0.09247717571652161,-1.254576282424356
Europe,0,0,3.0,0,1,0,0,0,1,-0.0924776376676571,0.09283688723030159
Europe,0,0,3.0,0,0,0,1,0,1,-0.09247727470601025,-1.254576282424356
Europe,0,2,3.0,0,0,0,1,0,1,-0.09247775480527602,-1.254576282424356
Europe,0,2,3.0,0,1,0,0,0,1,-0.0924771262217527,-1.254576282424356
Europe,0,1,1.0,0,0,1,0,1,0,-0.03308414831623289,-1.254576282424356
Europe,0,1,1.0,1,0,0,0,1,0,-0.04958240396262295,-1.254576282424356
Europe,0,1,2.0,0,0,1,0,1,0,-0.09226339131983405,-1.254576282424356
Europe,0,1,2.0,1,0,0,0,1,0,-0.09240857596952229,-1.254576282424356
Europe,0,1,0.0,0,0,1,0,1,0,0.019710269752215324,-1.254576282424356
Europe,0,1,0.0,1,0,0,0,1,0,-0.0380336250101499,-1.254576282424356
Europe,0,2,0.0,0,0,1,0,1,0,-0.0918674331843207,-1.254576282424356
Europe,0,2,1.0,1,0,0,0,1,0,-0.09246961951541392,-1.254576282424356
Europe,0,2,2.0,0,0,1,0,1,0,-0.09246631986428465,-1.254576282424356
Europe,0,2,0.0,0,0,1,0,1,0,-0.056181706221178976,-1.254576282424356
Europe,0,2,2.0,1,0,0,0,1,0,-0.09247621881767248,-1.254576282424356
Europe,0,2,0.0,1,0,0,0,1,0,-0.08043414202137238,-1.254576282424356
Europe,0,0,0.0,0,0,1,0,1,0,-0.08389877570711429,-1.254576282424356
Europe,0,0,0.0,1,0,0,0,1,0,-0.09227988957548044,-1.254576282424356
Europe,0,0,0.0,1,0,0,0,1,0,-0.09196642271819903,-0.9850936484934245
Europe,0,0,0.0,0,0,1,0,1,0,-0.0850536536023616,-0.9850936484934245
Europe,0,0,2.0,1,0,0,0,1,0,-0.09247621881767248,-0.9850936484934245
Europe,0,2,0.0,1,0,0,0,1,0,-0.07861933390026947,-0.9850936484934245
Europe,0,0,1.0,0,0,1,0,1,0,-0.09242507422516867,-0.9850936484934245
Europe,0,0,2.0,0,0,1,0,1,0,-0.09247621881767248,-0.9850936484934245
Europe,0,0,1.0,1,0,0,0,1,0,-0.09247456899210785,-0.9850936484934245
Europe,0,2,2.0,1,0,0,0,1,0,-0.09247126934097857,-0.9850936484934245
Europe,0,2,0.0,0,0,1,0,1,0,-0.042983101704066926,-0.9850936484934245
Europe,0,2,2.0,0,0,1,0,1,0,-0.09246467003872001,-0.9850936484934245
Europe,0,2,1.0,1,0,0,0,1,0,-0.09246796968984929,-0.9850936484934245
Europe,0,2,1.0,0,0,1,0,1,0,-0.09173544713914956,-0.9850936484934245
Europe,0,1,0.0,1,0,0,0,1,0,0.009811316364381286,-0.9850936484934245
Europe,0,1,0.0,0,0,1,0,1,0,-0.0911992538306419,-0.9850936484934245
Europe,0,1,2.0,1,0,0,0,1,0,-0.09242507422516867,-0.9850936484934245
Europe,0,1,2.0,0,0,1,0,1,0,-0.09223039480854127,-0.9850936484934245
Europe,0,1,1.0,1,0,0,0,1,0,-0.0363837994455109,-0.9850936484934245
Europe,0,1,1.0,0,0,1,0,1,0,0.02300992088149334,-0.9850936484934245
Europe,0,2,3.0,0,1,0,0,0,1,-0.0924770767269838,-0.9850936484934245
Europe,0,2,0.0,0,0,0,1,0,1,-0.0924777185091138,-0.9850936484934245
Europe,0,0,3.0,0,0,0,1,0,1,-0.09247735719730815,-0.9850936484934245
Europe,0,0,3.0,0,1,0,0,0,1,-0.09247727470601025,-0.9850936484934245
Europe,0,1,3.0,0,1,0,0,0,1,-0.09247677975832119,-0.9850936484934245
Europe,0,1,3.0,0,0,0,1,0,1,-0.09247774655614377,-0.9850936484934245
Europe,0,1,3.0,0,0,0,1,0,1,-0.0924776376676571,-0.715611014562493
Europe,0,1,0.0,0,1,0,0,0,1,-0.09247588885248088,-0.715611014562493
Europe,0,0,3.0,0,1,0,0,0,1,-0.09247758817288819,-0.715611014562493
Europe,0,2,3.0,0,0,0,1,0,1,-0.0924776706641738,-0.715611014562493
Europe,0,2,3.0,0,1,0,0,0,1,-0.09247701073397498,-0.715611014562493
Europe,0,0,3.0,0,0,0,1,0,1,-0.09247735719730815,-0.715611014562493
Europe,0,1,1.0,0,0,1,0,1,0,0.187992477345394,0.09283688723030159
Europe,0,1,1.0,1,0,0,0,1,0,0.07250468782066354,-0.715611014562493
Europe,0,1,2.0,0,0,1,0,1,0,-0.09191692795125986,-0.715611014562493
Europe,0,1,0.0,1,0,0,0,1,0,-0.09176844365044234,-0.715611014562493
Europe,0,1,0.0,0,0,1,0,1,0,0.25398549993095426,-0.715611014562493
Europe,0,1,0.0,1,0,0,0,1,0,0.05435660660963446,-0.715611014562493
Europe,0,2,1.0,0,0,1,0,1,0,-0.09109201516894036,-0.715611014562493
Europe,0,2,1.0,1,0,0,0,1,0,-0.09176844365044234,-0.715611014562493
Europe,0,2,2.0,0,0,1,0,1,0,-0.09237062998153558,-0.715611014562493
Europe,0,2,0.0,0,0,1,0,1,0,-0.02648484605767686,-0.715611014562493
Europe,0,2,2.0,1,0,0,0,1,0,-0.09239042788831126,-0.715611014562493
Europe,0,0,1.0,1,0,0,0,1,0,-0.09246961951541392,-0.715611014562493
Europe,0,0,2.0,0,0,1,0,1,0,-0.09245477108533218,-0.715611014562493
Europe,0,0,1.0,0,0,1,0,1,0,-0.09227988957548044,-0.715611014562493
Europe,0,2,0.0,1,0,0,0,1,0,-0.07630957810977486,-0.715611014562493
Europe,0,0,0.0,0,0,1,0,1,0,-0.08488867104589769,-0.715611014562493
Europe,0,0,0.0,1,0,0,0,1,0,-0.09216440178595571,-0.715611014562493
Europe,0,0,0.0,1,0,0,0,1,0,-0.09153746807139289,-0.44612838063156146
Europe,0,0,0.0,0,0,1,0,1,0,-0.0911992538306419,-0.44612838063156146
Europe,0,0,2.0,1,0,0,0,1,0,-0.09239207771387589,-0.44612838063156146
Europe,0,2,0.0,1,0,0,0,1,0,-0.09176844365044234,-0.44612838063156146
Europe,0,0,1.0,0,0,1,0,1,0,-0.09171894888350318,-0.44612838063156146
Europe,0,0,2.0,0,0,1,0,1,0,-0.09242672405073331,-0.44612838063156146
Europe,0,0,1.0,1,0,0,0,1,0,-0.0920159174851382,-0.44612838063156146
Europe,0,2,2.0,1,0,0,0,1,0,-0.09231453591233786,-0.44612838063156146
Europe,0,2,0.0,0,0,1,0,1,0,-0.005037113717369774,-0.44612838063156146
Europe,0,2,2.0,0,0,1,0,1,0,-0.09221389655289489,-0.44612838063156146
Europe,0,2,1.0,1,0,0,0,1,0,-0.09221389655289489,-0.44612838063156146
Europe,0,2,1.0,0,0,1,0,1,0,-0.09016811285274251,-0.44612838063156146
Europe,0,1,0.0,1,0,0,0,1,0,0.06095590886819049,-0.44612838063156146
Europe,0,1,0.0,0,0,1,0,1,0,0.40246980074846483,-0.44612838063156146
Europe,0,1,2.0,1,0,0,0,1,0,-0.0921809000416021,-0.44612838063156146
Europe,0,1,2.0,0,0,1,0,1,0,-0.09158696283833206,-0.44612838063156146
Europe,0,1,0.0,1,0,0,0,1,0,0.10550119911344367,-0.44612838063156146
Europe,0,1,1.0,0,0,1,0,1,0,0.38597154510207476,-0.44612838063156146
Europe,0,0,3.0,0,0,0,1,0,1,-0.09247727470601025,-0.44612838063156146
Europe,0,2,3.0,0,1,0,0,0,1,-0.09247689524619726,-0.44612838063156146
Europe,0,2,3.0,0,0,0,1,0,1,-0.09247760467115268,-0.44612838063156146
Europe,0,0,3.0,0,1,0,0,0,1,-0.09247645804234789,-0.44612838063156146
Europe,0,1,3.0,0,1,0,0,0,1,-0.09247588885248088,-0.44612838063156146
Europe,0,1,3.0,0,0,0,1,0,1,-0.09247750568161486,-0.44612838063156146
Europe,0,1,3.0,0,0,0,1,0,1,-0.09247735719730815,-0.17664574670062994
Europe,0,1,3.0,0,1,0,0,0,1,-0.09247645804234789,-0.17664574670062994
Europe,0,0,3.0,0,1,0,0,0,1,-0.09247692824267709,-0.17664574670062994
Europe,0,2,3.0,0,0,0,1,0,1,-0.09247753867811928,-0.17664574670062994
Europe,0,2,0.0,0,1,0,0,0,1,-0.09247664777230356,-0.17664574670062994
Europe,0,0,3.0,0,0,0,1,0,1,-0.09247758817288819,-0.17664574670062994
Europe,0,1,1.0,0,0,1,0,1,0,0.6499436354443158,-0.17664574670062994
Europe,0,1,1.0,1,0,0,0,1,0,0.17149422169900394,-0.17664574670062994
Europe,0,1,2.0,0,0,1,0,1,0,-0.0910095238907084,-0.17664574670062994
Europe,0,1,2.0,1,0,0,0,1,0,-0.09191692795125986,-0.17664574670062994
Europe,0,1,0.0,0,0,1,0,1,0,0.6169471241515357,-0.17664574670062994
Europe,0,1,0.0,1,0,0,0,1,0,0.1384977104062238,-0.17664574670062994
Europe,0,2,1.0,0,0,1,0,1,0,-0.08917821751395912,-0.17664574670062994
Europe,0,2,1.0,1,0,0,0,1,0,-0.09227988957548044,-0.17664574670062994
Europe,0,2,2.0,0,0,1,0,1,0,-0.09216440178595571,-0.17664574670062994
Europe,0,2,0.0,0,0,1,0,1,0,-0.0911992538306419,-0.17664574670062994
Europe,0,2,2.0,1,0,0,0,1,0,-0.09176844365044234,-0.17664574670062994
Europe,0,0,1.0,1,0,0,0,1,0,-0.09239207771387589,-0.17664574670062994
Europe,0,0,2.0,0,0,1,0,1,0,-0.09242837387629796,-0.17664574670062994
Europe,0,0,1.0,0,0,1,0,1,0,-0.09150447156010011,-0.17664574670062994
Europe,0,2,0.0,1,0,0,0,1,0,-0.06608065960901302,-0.17664574670062994
Europe,0,0,2.0,1,0,0,0,1,0,-0.0924514714342029,-0.17664574670062994
Europe,0,0,0.0,0,0,1,0,1,0,-0.08802333961871181,-0.17664574670062994
Europe,0,0,3.0,1,0,0,0,1,0,-0.0916859523722104,-0.17664574670062994
Europe,0,0,0.0,1,0,0,0,1,0,-0.0911910047028187,0.09283688723030159
Europe,0,0,0.0,0,0,1,0,1,0,-0.0878583570622479,0.09283688723030159
Europe,0,0,2.0,1,0,0,0,1,0,-0.09176844365044234,0.09283688723030159
Europe,0,2,0.0,1,0,0,0,1,0,-0.05288205509190096,0.09283688723030159
Europe,0,0,1.0,0,0,1,0,1,0,-0.0912075029584651,0.09283688723030159
Europe,0,0,2.0,0,0,1,0,1,0,-0.09239537736500518,0.09283688723030159
Europe,0,0,1.0,1,0,0,0,1,0,-0.09224689306418767,0.09283688723030159
